0,1
"I think this show is great. I know a lot of hard core Trekies don't like it, but I think this show has a LOT of potential. The acting and the characters are wonderful. If they do anything to Lt. Stamets I will come after the writers. I admit it took a little while to get going, but once I got to the time loop episode, I really fell in love with it. I think it can go a lot of different directions, but I love that they've introduced so many new aspects into this series. I think its worth it to give the this show a chance. Keep up the good work. I really like where this is going.",27 December 2017
"I had been a fan of Star Trek as long as I can remember. I grew up watching TNG and watched all subsequent series. I was super excited for the new series but also a little apprehensive - would it hold up to my current tv tastes? Safe to say Discovery did not disappoint! It is by far my favorite Trek series of all time. The characters are so rich and complex and the writing is superb. Stamets and Tilly are the best characters, I've never related more to any Trek character quite like I do with these two. Where I always found watching Trek to be an enjoyable experience, Discovery also challenges me with deep meaning and rich character reflection indicitive of strong writing and superb acting. Everything about this show is top notch and totally worth the $5 a month. I've watched it through 3 times and cant wait for more!",27 July 2018
"I really enjoyed this show, will tune in for Season 2, and am slightly surprised by the amount of sheer negativity here. I thought the plot was interesting, with twists that I did not see coming, and was a good imagining of the time before the original series. This is not Trek, NG, DS9, Voyager, etc., etc.. It's its own show, let it develop & grow, you might be surprised. Or don't; I don't really care, but I'm going to enjoy this show.",8 March 2018
"First season was really ok, second just ok, third 5+/10 and fourth is just a garbage. This show now is just a symphony of political correctness and the ubiquitous hero cry.",12 December 2021
"I don't understand the sad critics to this series, but I am sure that you never can satisfy everyone, this series is a so happy return to the star trek universe, is not perfect but is absolutely worthy",21 August 2019
Series started great then became a joke. Painful even. Don't bother watching. You won't find Star Trek here. Hopefully Picard won't make the same mistakes. Plenty of real Sci-fi series to watch out there. Roddenberry would be ashamed!!!,28 February 2022
"Compelling characters, plenty of plot twists, thought-provoking ideas- anyone who says it brings up too many social issues has not been paying attention to the rest of the franchise and doesn't know what sci-fi is all about in the first place. Can't wait for Season 3!",17 June 2019
"Why The New 'Star Trek' Series Is The Best One Ever Made?!

Okay, I'll make it short:

Fantastic Cast
Fantastic New Designs (Klingons, Andorians & Tellarites)
Good Story (Federation-Klingon conflict, Mirror Universe)


I have been a Trek fan since childhood, and a fan of Klingons in particular, both the original and current style. Okay, the current style JJA or Fuller/Kurtzman is very amazing - we love it!

So far, Star Trek: Discovery is quite good. It's gorgeously executed, thrilling to watch, and full of heart. Star Trek Series is back now and better than ever! Some will disagree but after thirteen episodes, I've seen enough to make me think this could take the franchise into places Gene Roddenberry never went before.

Thanks J.J Abrams, Alex Kurtzman & Bryan Fuller",1 February 2018
"I've been watching Star Trek since a kid, running home from school to catch the latest Voyager episode. And have watched every series, so I've got a good understand of the universe.

So if you're looking for you next PG rated Star Trek series this probably isn't for you. I'll admit the first series was terrible, it dragged and I found it hard to watch. With that said my original rating was a 4/10. I felt that the show didn't portray the fundamental values of what Star Trek is all about. While it was good trying to highlight real world issues and the dark reality of war, it kinda put the promotion humanities drive for self improve and exploration on the back burner. Something I fou d rather intresting as most other Star Trek series only brought in a war when ratings where dropping.

However, since the release of season 2 I have found it far more enjoyable. The stories a lot more entertaining, their focusing on other characters more and developing back stories to make them more relatable. And keep an eye out for Jett Reno, the breath of fresh air Star Trek has been needing in a long time!!

And all I ask is you give it time, the first series is always a bad one. And when you've lost attention, and you're checking you phone, check out a few Star Trek forums, Discovery has everyone fast tracked for the Eugenics War! Oops spoiler there.",20 February 2019
"I grew up with tng, ds9 and voy, never watched ent or tos. I never bothered watching the new movies.

My expectations for this series were low because of all the hate people gave it. Still I started to watch it on Netflix. And I can say that this is the best scifi series i have seen since BSG.

I enjoyed the plot, the actors and the new look on trek. The new klingons look great. It is darker (which i love) and i loved the story lines.

I can recommend this to anyone who likes good scifi and it not a star trek purist.",18 February 2018
The absolute Worst of all the series. I've watched and enjoyed every single one until this one! What were they thinking ? So sick of the industry being politically correct rather than hiring the right actors for some of these rolls . I Can barely get through any episode 🙄 I'd rather watch paint dry. We no longer watch it and do not recommend it. It's just dumb.,18 March 2022
"I watched the whole Star Trek series and i consider myself a fan. I am not a US kinda fan though. I don't live for Star Trek and i don't dress in uniforms. These so called hardcore US fans are against a great show because they have to pay for it and because there are slight changes in the story. Why can't you just enjoy a good SiFi show? Not unlike SG:Universe, they will get the show canceled then cry its gone.

I love the show, please don't take it away from me! Don't watch it if you don't like it.",4 October 2017
Storylines are boring as hell. Characters are dull af. And story is set too far in the future to make any interesting connections with other Star Trek series like the first season did. F this show.,26 February 2022
"Watching Sonequa Martin-Green trying to act is like watching someone with indigestion trying to take a dump. how did someone this unqualified get a part in this show. it's a pleasure watching everyone else but her. what's with the constant wide eyes and head tilting is? the staring into space. the complete lack of conviction when talking about anything technical. this is the third season that she has worked with some truly talented actors, can she really not learn something from them. i hope her character gets killed off. i rather have all the cast share the camera equally. would love to see more of Oyin Oledejo,Ronnie Rowe and Emily Coutts. god, Sonequa Martin-Green is unwatchable. i hate listening to her too. it would have been better if she had just died in that suit.",5 December 2020
Wife and I absolutely love this show. No it's not your daddy's trek (and I say that as someone who watched and loved TOS at the age of 7 on up). It's Star Trek for a new generation of viewers and love what I'm seeing so far. I'm not one who gets hung up on canon and whatnot. Just give me good characters and a good story.,15 October 2017
"I love this series and I love the characters and seeing the new life forms and how the worlds have changed in way into the future. I especially love seeing lots of people who look like me and not the single supporting Black character that we usually see! The multi racial and multi species cast of characters makes it just superb! Also I loved watching Michelle Yeoh and all the cantankerousness and aggressive hostility her character brings to the series.

So I don't know why anyone would dislike this series but 2021 has shown me that some people in the world just can't stand anyone who doesn't look, think, act or worship like they do and definitely cannot stand seeing a show where people who look like them are not the main characters and that includes the aliens! Which is clearly not what the Federation is about and why in the future would a specific race of humans be so prevalent in leadership roles when the universe is so full of many many different kinds of beings?

I have seen every single episodes of all the Star Treks (except the originals I find them hard to get into) and have watched them all through many times but this series is my favorite and I just was drawn in by these characters. What is different about this series is that one can never be certain a character is going to live but also we get surprised and see people we though didn't make it, survive. I liked how it made it less predictable and that built suspense but by the end of the third year I was hopeful about the future which is what makes Star Trek so endearing and enduring! That we see people United by a common purpose and belief system they work towards and EVERYONE is valued and has a moment to shine. I feel it when Michael Burnham says ""Let's show them who we are."" THIS is Starfleet and I will watch this series for the rest of my life like the others!!",13 January 2021
Not sure why people are saying it is so bad I really enjoyed it.,17 April 2020
"I am most of the way through season 3 as I write this; and in my opinion, the three seasons need subtitles (not language-translation subtitles, but subordinate descriptions of the each series). I would call season 1: ""Fungus Follies and Gay Blades;"" season 2: ""Technobabble Tsunami""; and season 3, ""The Further Adventures of Agnes Tilly and a Lot of Other People Who Aren't So Important.""",28 April 2021
"Great acting, great writing, great production value and quality television that is in the spirit of the original and boldly goes where it could not go before. A solid 7/10, but I'm putting 10 stars to counteract the hate. Please do not pay attention to the angry nerds peppering the show with one-star reviews. Watching one episode would prove to anyone that even if it isnt their cup of tea, it's not a 1/10. That kind of hyperbolic nonsense is just backlash that would follow literally any attempt to revisit a universe thats been reinterpreted this many times.",31 July 2018
"This series is probably written and produced by 15-20 year old kids, only the first and partly the second series were quite good, then it's a total boring fall full of nonsense and activism, we're all crying and can't do anything...",22 August 2022
"Those throwing shade at the new Star Trek probably never understood the old Star Trek.

It wasn't about the length of the mini skirts or having a womanizing captain...it was about telling original sci-fi stories.

Yes, this new series is dark (due to its naturally lit sets, obviously). Yes, it's serialized rather than episodic. Yes, it follows an outcast rather than a captain and his sidekick. And, yes, the Klingons look different, yet again (hey, they have in every incarnation of the series, go figure).

But these are all things that make it different from the rest. And, sure, they could have gone with the standard template of the bright, optimistic, artificially lit Star Trek that has endured for so long. But it would have crashed and burned like so many of Kirk's Enterprises.

Doing the same old, same old, would have utterly failed. You know how I know this? Because they made Enterprise. It was the most derivative of all the Star Trek series, trying to be like TNG, but also TOS, but also tipping its hat to VGR, while doing more serialized segments like DS9. It wanted to be everything all at once and so ultimately became a bland, derivative, piece of space junk.

So anything that was going to be like the Star Trek of the past was doomed to failure. It needed a fresh perspective by storytellers who weren't afraid to push the limits of the franchise and boldly go where no Star Trek series has gone before.

Star Trek Discovery is THAT series.

So hate on it all you want. It has probably the strongest pilot of any of the Treks--including STNG. Its cast is superb. It's touching on very interesting sci-fi concepts. Its visual effects are cinematic quality. Its production design is equal to that of a major Hollywood blockbuster. Yet it still contains stories about people at its core.

Star Trek Discovery is hitting all the right notes. It is doing what Enterprise so utterly failed to do--be its own thing. And be original. Be innovative. And still be Star Trek. Feel free to disagree, but history will prove you wrong. Just as it did with all the naysayers who complained about STNG, DS9, and VGR because they weren't their predecessors.",5 October 2017
Season after season this show creates new storylines that blow my mind & keep me on the edge of my seat wanting more & more. The writers & the actors bring their A game in every episode. This is where all of Hollywood's best is at; writers & actors alike. I hope this show continues going strong for many more seasons.,27 April 2022
"I enjoy everything in this show, the acting, the special effects, the characters, the storyline! I feel like each episode is the quality of a movie, and it seems to be really underrated on here. I think maybe it's because I am relatively new to Star Trek and lots of people leaving the bad reviews seem to point out how different it is from previous Star Trek entries. I'm going to go back and watch previous Treks and maybe then I'll understand why this doesn't get the reviews I think it deserves!",25 October 2020
Trekkies are like kids who stuck in the time-loop of seventies and demanding their favorite dish being served the same manner over next 30 years. Most of the bad reviews come from people who say there is a lack of logic in the series - and these so-called reviews are based on first 2 episodes which are not standalone stories. Pure logic.,2 October 2017
"The title summarizes the show up to episode 9. Its basically a show aimed at a dumber audience. They replace science with action which is why so many TNG fans are upset. It is no longer a show that centers on scientific intrigue or scientific inquiry. You note many positive reviews don't even touch this topic which proves the point. The new positive viewers think that its a ""old"" vs ""young"" difference which just proves how small their brain really is. This is actually a comparison of cranial people (ones who like to think) vs. those who want mindless action and explosions. Case and point, I loved TNG back when I was 12 while most of my friend called me a nerd (later they call me boss and now I just laugh since I retired in my late 30s while they still struggle with bills).

Anyway, if you like the Transformers or Michael Bay movies you will like this. If you are a thinker, this will bore you to death.",14 November 2017
"If you have an open mind. You will enjoy this as I do.

I thoroughly enjoyed the 1st season. I have watched Star Trek since the 70s and I feel that it has endeavoured to deliver thought provoking science fiction and that is what this does.

Embrace the future because this is not just for the hard core fans but is freshly packaged to include the younger generations.",3 February 2019
"A show that without the words ""Start Trek"" on its title would had been probably cancelled before the end of its first season. Bad writing, indifferent characters, shallow stories and the worse lead in the history of the franchise.

No sense, just style, lots of confused style and lots of unnecessary special effects.

The writing is abysmal, not to mention that they basically write like if the plot takes place in the 21th century and not in the advanced society of the Star Trek universe. There is no character development and the the shallow stories focus almost entirely on the uninteresting, very annoying and emotionally unstable lead.

As for the rest of the crew? they looks more like high school teenagers who play ""space opera"" RPG games than professionals who are supposed to navigate spaceships.

Such a disaster, such a shame for the franchise...",9 January 2021
"Being a syfi fan, I love this. Yes I'm not a conisur of the original start trek only ever watched Star Trek next generation and the new films, which I liked. You can't listen to all the negative reviews. Give it a go and if you don't compare it to other Star Trek programs and see it as a new show, it's good. I loved dark matter which was a good show which was cancelled because of negativeity hope this doesn't go the same way.",22 January 2019
"Sure it's a new perspective. And a bit political/semi sjw at times. But they are weaving the theme of Star Trek into it. Can a person make a stand, alone, for what they believe in? Just like TOS (Can mankind progress past race and predjudice?), then TNG (We can, but how do we stand in judgement for all we have done?), Voyager (Can we keep our principles when no one is around to see what we do?) and DS9 (Can we keep our principles in the face of terrorism and war?). So it makes sense that the show is focused on one person in particular, to prove the point. Michael lives up to that and is a great character.

Quite a bit is being adjusted/retconned, but nothing like what the youtubers claim. Kirk used N64 cartridges and Picard used iPads. The show is being forward thinking again. Sure section 31 is in, but it has to be and they have all the cool toys as usual. Looking forward to its show, if the rumors are true. Glad this one has a third season. As long as they don't time travel every episode like Enterprise we should be fine. But it shouldn't be expected that people are going to flock to CBS app just for this show or any others...CBS. Put it on Netflix or Hulu and the ratings will soar.",8 March 2019
"It's a great show.

Watch, enjoy and appreciate the franchise that is evolving from the 1960s.

Alot of the low comments are from fans who were expecting the identical story lines and plots TNG or Voyager with just different characters.

Always remember the original series and Enterprise were both cancelled in their prime due to low reviews, the reflecting years later, those same fans hate the network for cancelling these brilliant shows as they finally approcoated and liked the story lines.

Discovery is well told, well made and beautifully portrayed by its actors.",19 June 2021
"Every episode seems to be about the majority of the cast crying, semi-whispering dialogue about ""this is the right thing to do, we are the federation, I love you mama"", followed by more crying and whispering. And in the background violin strings build up to force-feed you the emotions. It's tiring and lazy. I'm also getting fed up with the fact that there's a lack of sci-fi backed science. It's morphing interiors, personal transporters, et cetera, but nothing seems to be grounded in science that is believable within the context of Star Trek. There's a huge focus on alien politics and not much on science. Why did they remove something that is so core to Star Trek's intellectual property?

Also, Sonequa is a very beautiful woman - a stunning presence on screen.",2 December 2020
"This is Star Trek! Do not believe all the triggered reviews. They are clearly from the Mirror Universe. 😄 I have been watching Star Trek since I was knee-high to a Tribble in the early 1970s, and this is some of the best storytelling I've witnessed in the Trek universe. In fact, as we're entering the 3rd episode of the 3rd season, Star Trek Discovery is my favorite of all Treks. I'm a huge TOS, but Disco is sublime. Led by an all-star cast, with exceptional writers, costumers, and special effects, this is the Trek we need right now. Thank you, Gene Roddenberry, for creating a universe with the ability to meet us where we are in our own history. Now stop reading and go watch for yourself.",24 October 2020
"Not at Generations level, but very enjoyable nonetheless!",3 July 2019
I can only conclude that so many of the low score reviews are from trekkers who dislike its divergence from the style TNG etcetera. Discovery is easy access to new to trek viewers and certainly has far less bad episodes than the previous series. 3 very different series and for me a real winner,12 November 2020
"Star Trek as a franchise is dying and no one can deny that. Show a 15 year old OS and there's no way they're gonna get invested. Show them Discovery? Your chances are so much higher. Action, mystery, a continuing plot, engaging characters, improved CGI. As a life long Trek fan I'm delighted to find my friends are now giving the older series' a chance after loving DISCO so much. This show is so important in helping keep the Trek legacy alive and I feel pity for anyone that can't enjoy this show for what it is. It's meant to change things. Redesigns, new timelines, new characters, more diversity- I'm sorry you hate these NORMAL Star Trek things so much. Yes there's inconsistencies and rewrites and a lotta pseudoscience but hasn't Trek always been that way? Get over yourselves and just enjoy this exciting new frontier!!",28 January 2019
"I'm aware of the insane organized review bombing going on for this show, but don't be fooled: this show is incredible! The first three episodes have been one epic ride, and I'm looking forward to the rest of the season so much! Visually, there is no show like this. The CGI and overall sci-fi concepts are amazing. Sure, it may not fit in the established time frame, but I for one am glad that they took the liberty to re-imagine certain technology. In the end, the most basic TOS-concepts are all still there.

The main character (Michael Burnham) goes through an amazing personal story arc, and I'm really interested to see how they follow this up. I've been a Trekkie since 1994, and this series certainly is a very different animal then Trek from those days... but in a good way! And the same goes here: in the end, the fundamentals of Trek are present at large in Discovery as well! You'll love it! Give it a chance!",8 October 2017
Michael knows best. Michael Always do the right thing. Michael is always diplomatic and gathered. The show is Always emotionally sticky and everyone is a saint (except the bad guys). Moral cakes all the time. Still watching since I love star trek But this spin is kinda disgusting.,27 June 2022
"I really wasn't expecting to like this show, and in fact, I didn't even intend to watch it. I am a huge fan of STNG and hated Star Trek: Enterprise. I didn't understand why the show's creators decided to go backwards in Federation history rather than forwards and would spend the whole show trying to figure how this particular event, character or piece of tech fitted into my understanding of the show's time-line and continuity. Eventually this became so distracting I gave up and stopped watching.

The only reason I started watching this series is because a friend who loves ST and who's opinion I value suggested I give it a try and, so I did. It isn't Star Trek. By that I mean the show's atmosphere, the character's dialogue and behaviour do not automatically take my imagination to the Star Trek universe and that is a good thing. Why? Because if they did, I would have the same problems with Discovery as I did with Enterprise.

So, why did I give the show an '8'? I gave it an '8' because once I sat down in front of it and did not expect it to conform to my Star Trek expectations I found it was a really good sci-fi show. I enjoy its story telling, the characters are interesting, and I think the acting and special effects are pretty consistently good. I even find the show mildly compelling to watch, catching myself occasionally thinking, 'when will the next episode be available?' and wondering what will happen. Do watch this show and give it a try. Just DO NOT expect it to conform to your favourite incarnation of Star Trek, because if you do you will, probably, be disappointed.",13 November 2017
Great Visuals. Poor character development. Its (bad) SciFi that doesn't feel like the star trek franchise.,28 February 2021
"The tension on this show is amazing and I can't wait to watch the next episode. Already so much has happened and we're only 2 episodes in.

I can't believe all the negative reviews. Yes it's a departure from some of the old Trek but so was TNG from TOS and to some extent so was DS9 from most Treks (darker and grittier). And let's be honest TOS was made in the 50's and was a pretty bad show. Whoever holds that show as the standard bearer for the franchise can't be trusted. Come to think of it TNG, DS9 and Voyager also had lots of haters in the beginning and they're now beloved. I'm convinced this will happen with this show too.

I like the female leads and thought that aspect was quite refreshing. And no there's nothing SJW about it...who says females can't lead space vessels in the future? Isn't that what Star Trek has always been about? Star Trek has been about what's possible and about inspiring young minds to aspire for excellence and curiosity. Star Trek is about dreaming and dreams have no limits. If that's what holds you back, you're not a Star Trek fan.

Yes some of the acting and interacting was a bit wooden and awkward but I feel that they'll get settled quite well. Look at TNG, DS9 and Voyager...terrible the first couple of seasons but they got better and settled into a great rhythm.

My only advice to the producers is to ignore the negative reviews. If you can't connect with them, then connect with a new audience. TNG, DS9 and Voyager also had lots of haters in the beginning...it takes time. Don't give up.

OK I lied, that's not my only advice. My other advice is to not try to do too much. That's what Enterprise's mistake was. They tried to do too much, to create too many enemies, too many problems, too much drama, too much noise and ...well it was just overbearingly unwatchable.

Discovery shows promise by having a more measured pace and building tension slowly but effectively. I quite like it. Although, I do have to agree, I'm not a huge fan of these new Klingons. I didn't think they needed updating nor do I think it was a good update. Anyway, it doesn't detract from the enjoyment of the show too much.",25 September 2017
"I wrote a really negative review of Discovery after season 1. I was so disappointed with the storyline, the character and filmning in generel.

But i continued watching, hoping it would get better. And i have to admit, that it has gotten a lot better. Half Way through Season 2 it started to get good. And season 3 has been even better.

The story is good, however not perfect. But good. Its the small funny moments where you get to smile that makes it good also. And those moments are defenetly there in season 3.

The story makes sense and there has been goos progress in the main storyline through out season 3 so you do not ger bored, bit still its not beeing rushed.

I am looking forward to season 4 i must say.",9 January 2021
Realy liked this show. Lots of haters here on this review section. I would suggest not reading them. Just watch the show.,25 March 2019
"Don't let the floods of 1 star reviews influence you - there are a lot of die hard fans of the original star trek shows who don't like change.

As a long-time star trek fan myself, I can understand some of the criticism - Yeah the changes to the Klingons was extreme, the heavy prosthetics take away a lot of the expression from their scenes, and their dialogue is painfully slow.

But a star trek show has never had a story arc this interesting before, this trek is pushing into new territories, and is overall much darker and plot driven than traditional series, which I think suits a modern audience better.

It still retains some aspects of the original. I have appreciated the contrast of the traditional federation values of scientific inquisitiveness & exploration against the desperation of being at war, but I think this is pushing star trek into new places.

The tone of the show overall feels much closer to battle star than TNG or Voyager, which I think is actually a good thing. We have had those shows already, and more of the same would probably not go down super well with modern audiences.

I recommend giving it a try. The first 2 or 3 episodes are quite different to the rest of the series, where it settles down into a more standard episodic format.

I've enjoyed season 1 so far, and I'm quite excited for where this will go.",3 November 2017
"I found the first season to be fairly entertaining but soon after in the second season so much emphasis was placed on making a political statement and not on creating a quality and entertaining actual Star Trek series that I lost almost all interest in the show. It actually becoming boring and I had to force myself through one too many episode to actually enjoy myself. The dialogue was stale and unenlightening. The portrayals of the characters were trite and very unconvincing. I soon stopped even wanting to see certain characters appear on the screen. The storylines were so uninspiring and meandering that more interesting things happen at a McDonalds every Friday night. If you want a more true, loyal, and really entertaining version of Star Trek, view Star Trek Strange New Worlds.",17 August 2023
"I have recently watched Enterprise and really liked it. Wanted more, do I picked up Discovery. Enterprise was good but felt PG like the original Star Trek with Shatner . Discovery feels more adult and full of action. I'm ok with the changes they have made with the characters looks, I really like Christopher Pike and how Anson portrays him. I thought NG was boring with all the talk with Picard and Number One. It felt old!! Haven't watched Voyager or DSN. At least not yet.",8 February 2020
"I can honestly say being a avid Star Wars fan and never really gave much thought to Star Trek... after seeing the trailer for Discovery on Netflix, I thought well I will give this ago. Well done!!! I'm now a fan of the Star Trek franchise (well Discovery) i was able to bing on series 1&2 in about a week whilst off with the kids and now I sit in anticipation for series 3,4 &5.",4 March 2020
"I have been a fan of star trek since the beginning and i dont know why this show gets so much bad reviews,you cant expect to have the same vision of the future today that we had in next generation,i think the show has to evolve with the era we live in,please live in the present",12 February 2020
It's not anywhere near as bad as all these reviews make out. Very different to the usual corny Star Trek series but pays just enough respect to the past. SFX visuals are exceptional but stories can be way too convoluted. It tries a bit too hard to be clever. Most characters are somewhat interesting but the attempt to include every aspect of society comes across as forced. It's an above average show but not anywhere the exceptional content available these days.,3 December 2020
"For a guy who has only watched the new Star trek I actually liked the first two episodes. I was never bores, the visuals were great, the acting felt acceptable and good. Loved the conflicts, action, CGI, aliens and music.

Compared to most other Sci-Fi (space) series this is far far above average. Other comparable new Sci-Fi shows are shows such as ""The Expanse"", ""The Orville"", and ""Killjoys"". Compared to those series it isn't bad, far above Killjoys, on par with the Expanse and the Orville.

Giving this show a 1 - 4 seems unfair to me. 1 - 4 is hot garbage. 5 is meh/decent. 6 is decent/good. 7 is good/great. I would say that this show is between a 7 and an 8 IMO.

I am looking forward to see the rest of the show, and I feel its serious tone works for it, since the humorous and more relaxed tone is already covered by ""The Orville"".

Sorry for my grammar, English isn't my native language.",25 September 2017
"Howcome the rating is over 7 ? Uhhh...I just do not get it. As a Star Trek show, it has failed uttterly. As a show, it also has failed utterly. The writing is for 4 year olds who don't know about cause and effect, logic, or science or human behavior yet. I could go on but why bother. So HOWCOME? Uhhh...I just do not get it.",14 January 2021
"I just wanted to write this review as I see so many ancient nerds who favour original star trek and original star wars over new content. THE OLD STAR WARS WASN'T THAT F. AMAZING. Neither was Star Trek. This on the other hand is very interesting and I can't wait for the new episode each week.

Try it out!",16 October 2017
"Every season gets worse but Season 4 has topped the charts with idiotic storytelling and more crying and hugging than ever. Earlier seasons at least had great cast members which helped the overall story such as Lorca, Captain Pike, Captain Philipa/Empress and so on, now we don't even have that. The show is more of a refection of the current 'politically correct' view prevailing in the USA than a futuristic sci-fi series breaking traditional barriers. Once it was a series which casted a black woman in a lead cast way ahead of time but never used it as a sub-plot for the stories, now it is more of 'look I'm gay or I go by these pronouns'. The dark matter anomaly is forgotten, lead black cast member just hugs everyone and is instrumental in every thing the federation does. She not only saved the Federation from Klingons, but then the Federation from the Federation itself, all sentient life in the galaxy from an AI and now she is single-handedly steering slash saving the political missions of the Federation too. It's like nobody else is capable of doing anything unless the lead woman of color who is hardly 40 and a newbie Captain intervenes. The crew spends most of the time casting looks of admiration at her, when they are not doing it they are mostly crying and hugging each other. It was sufferable till season 3 but now it's just a colossal collection of people who will not survive on the planet living simple lives let alone be part of a space faring pseudo-militaristic organisation such as the Federation. My opinion is if you want to watch it, keep one finger on the forward button, you'll be pressing it a lot.",12 December 2021
"Just finished season 2 and it's brilliant. good acting, combat scenes,special effects is just like the latest star trek film. Eagerly waiting season 3.",28 April 2019
"I think this is best star trek and I don't understand those critical 1 star reviews. Be hones and don't give one star and IMDb number is after this 8-9.

Actors are great, plot is great. I loved next generation and deep space nine. I also like new star trek movies and I think new series is like these new movies. So If you like new movies, you like new series. If you hate movies, you hate this. :D

Give chance for this series and it is great!!! And I think best Star Trek series! If you like old plastic Halloween Klingons, new Klingons are too realistic for you. :P",5 November 2017
Hater gonna hate. People who grew up with this show cant seem to let go of what was and allow for the evolution of past work. All shows and movies of all genres evolved from something else. This will continue to happen. You can either experience this for what it is (a great new star trek show) or go cry in a corner with the rest of the haters.,23 April 2018
"U guys might of watched the original series of ST.. I might be a younger generation.. but I've watched most of the movies, DS9, Voyager,.. this is not just a good but a great successor! I'm sorry that all of you ""fanboys"" that are from the ""past generation"" are hurt.. but it's not all about the color of the uniform and throwing rocks made of paper and foam (grow up please.. we're in the 21century...the next generation).The CGI is superb, the scenes are great, the character is deeper and the dialog is far superior and more complex. While I do agree the ""original"" characters are better.. I strongly feel that STD deserves the spot of being ""one of the greats""! Voyager was the last great ST... and this one... well... like I said... is ""The Next Generation""!",17 January 2019
"You could consider this STAR TREK if the first STAR TREK movie/show you ever watched was 'STAR TREK: INTO THE DARKNESS' but then you wished that it was more like GUARDIANS OF THE GALAXY. O and if you want scientifically accurate show, watch DORA THE EXPLORER. You will learn more about real science than you will watching STAR TREK DISCOVERY. Sorry to butcher a great quote but ""Beam me up Scotty, there is no great DISCOVERY here.""",16 October 2017
"The show is set in the Prime Universe. It does have an aesthetic change. To make the technology look more modern than they had in the 60's. That and updating the Klingon's look again, like they did with Star Trek: The Motion Picture, seems to be a road to far for the anal ""fans"" who can't accept change. I.D.I.C. Infinite Diversity in Infinite Combinations. A concept that Gene Roddenberry came up with for the Vulcan people. It's a concept that fans who get it understand. It means having an open mind for differences. I've been a Trekkie for 35+ years. My Star Trek was/is TOS. I got into Star Trek before TNG was even a concept. Star Trek and my mom, taught me to be open to change and new experiences. So whenever something changed, be it a new show, or a new take on the canon, I accepted it and learned to at the bare minimum, like it. So, I do like some iterations more than others. That being said, if Star Trek: Discovery continues on with the same quality as it's opening 2 episodes, it'll end up my second favorite Star Trek iteration. The point of Star Trek, is to have a social commentary on current events and try and make a change for the better with great storytelling. They changed canon. Which some supposed fans just can't handle. If they actually understood Star Trek, they would have more open minds. Star Trek has never been about pew pew shoot 'em up action taking precedence over the morality of the deeper story. If they can't handle that, then they are like the people who think anyone with an ounce of empathy is a ""social justice warrior"". Star Trek has ALWAYS been about empathy and understanding brave new worlds. To understand new life and new civilizations. To try and go where no one has gone before. So, if you are an actual fan with an open mind to differences and change, you will, like me, love this new show. I recommend Star Trek: Discovery highly! 10 out of 10!",30 September 2017
"This series is fantastic, I believe a lot of the negativity is based on the facts there are black and lgbt actors in leading roles.",15 September 2021
